"序号","代码","名称","最新价","涨跌幅","成交额","今开","市盈率(静)","总市值","流通市值","5日涨跌幅","10日涨跌幅","20日涨跌幅","60日涨跌幅","120日涨跌幅","250日涨跌幅","年初至今涨跌幅","所属行业"
"437","APPS","Digital Turbine","38.820","-3.55%","76703581","39.930","68.105","3764032153.56","3373380204.72","-12.63%","-7.86%","11.33%","-26.69%","-55.36%","-53.84%","-36.35%","软件 - 应用"
"438","HPQ","惠普","38.630","-3.57%","1301648098","39.110","7.247","40985929046.16","40897401949.95","8.51%","-3.04%","6.45%","-0.22%","36.95%","19.51%","3.27%","计算机硬件"
"439","S","SentinelOne","34.020","-3.57%","121979320","35.070","亏损","9245118197.7","4416293712.6","-12.50%","-15.96%","3.37%","-27.60%","-45.69%","-2.80%","-32.62%","软件-基础设施"
"440","DWAC","Digital World Acquisition Corp","46.290","-3.58%","47744741","47.720","-","1722670036.86","1465644811.86","-26.81%","-35.26%","-35.14%","-35.04%","364.33%","189.31%","-9.99%","空壳公司"
"441","OP","OceanPal","0.575","-3.59%","615302","0.574","亏损","17151727.9","16691365.65","-16.30%","-15.76%","-17.03%","-72.22%","-82.75%","-82.75%","-69.75%","海运"
"442","ETSY","Etsy Inc","116.580","-3.61%","430081992","120.180","34.288","14780099252.1","14499873691.08","-8.24%","-11.90%","-3.84%","-34.53%","-48.87%","-46.54%","-46.75%","互联网零售"
"443","SGML","Sigma Lithium","17.020","-3.62%","12871160","18.620","亏损","1709600144.84","894048243.48","9.59%","17.14%","53.61%","49.96%","77.29%","111.43%","63.50%","其他工业金属和采矿"
"444","RBLX","Roblox","43.100","-3.64%","802210581","43.820","亏损","25514164738","16946780356","-6.35%","-8.43%","9.84%","-51.61%","-44.60%","-42.80%","-58.22%","电子游戏与多媒体"
"445","DM","Desktop Metal","4.440","-3.69%","16822043","4.590","亏损","1387463281.2","1002281732.76","-6.33%","-3.69%","11.00%","-1.99%","-35.65%","-66.29%","-10.30%","计算机硬件"
"446","CEI","Camber Energy","0.761","-3.71%","9627682","0.770","亏损","273864499.155","256663961.131","-8.37%","-12.59%","-17.09%","-1.44%","-45.29%","-5.42%","-10.53%","油气E&P"
"447","ADGI","Adagio Therapeutics","3.860","-3.74%","5432574","4.000","亏损","423346167.78","193661310.64","-14.60%","-2.53%","-23.56%","-33.79%","-88.52%","-77.29%","-46.83%","生物技术"
"448","TWTR","Twitter","46.230","-3.75%","3886530356","47.300","亏损","37013641104.18","32664333105.93","17.60%","19.77%","40.09%","14.86%","-28.70%","-33.71%","6.96%","互联网内容与信息"
"449","MRVL","迈威尔科技","63.150","-3.82%","649509363","65.610","亏损","53538570000","52960961767.95","-11.06%","-15.01%","0.19%","-25.59%","-5.83%","31.85%","-27.70%","半导体"
"450","TSP","图森未来","10.720","-3.94%","19848219","10.940","亏损","2381433581.6","1445268631.2","-10.14%","-8.45%","11.32%","-60.95%","-70.77%","-73.20%","-70.10%","货车运输"
"451","TDOC","Teladoc Health","66.060","-3.97%","169179384","68.060","亏损","10591204328.46","10486448560.44","-10.45%","-0.97%","20.97%","-19.32%","-51.50%","-64.88%","-28.05%","卫生信息服务"
"452","TWLO","Twilio","146.420","-4.04%","271552891","151.990","亏损","26578663695.42","24647052839.8","-13.62%","-5.43%","10.52%","-35.53%","-59.47%","-60.64%","-44.40%","互联网内容与信息"
"453","SNDL","Sundial Growers","0.560","-4.04%","40190722","0.580","亏损","1344240000","1114035413.377","-19.99%","-31.03%","17.92%","-3.46%","-13.99%","-37.77%","-3.15%","药品制造商-专业和非专利"
"454","DASH","DoorDash","106.420","-4.05%","348415432","109.000","亏损","37077944061.34","20105604316.28","-11.98%","1.07%","22.36%","-24.34%","-50.59%","-25.92%","-28.53%","互联网内容与信息"
"455","CLVS","Clovis Oncology","2.590","-4.07%","17467461","2.750","亏损","368413643.5","363222281.17","3.60%","61.88%","63.92%","0.39%","-38.19%","-58.56%","-4.43%","生物技术"
"456","VLD","Velo3D","6.530","-4.11%","4657135","6.930","亏损","1198633387.38","337107051.21","-31.26%","-36.17%","-6.71%","11.24%","-24.77%","-38.91%","-16.39%","计算机硬件"
"457","GENI","Genius Sports","4.170","-4.14%","5897718","4.300","亏损","895662628.17","422863341.09","-7.33%","-7.95%","-7.33%","-41.92%","-76.17%","-74.73%","-45.13%","互联网内容与信息"
"458","EUBG","ENTREPRENEUR UNIVERSE BRIGHT GROUP","0.320","-4.16%","1703.894","0.339","-","0","0","-2.90%","-2.95%","-5.81%","-31.72%","-10.92%","-12.26%","-33.82%","-"
"459","ASTR","Astra Space","3.660","-4.19%","12424716","3.770","亏损","966774052.56","351373520.04","-15.08%","-11.38%","0.00%","-38.80%","-60.48%","-65.37%","-47.19%","航天军工"
"460","SEDG","SolarEdge Technologies","301.580","-4.24%","212569280","312.930","98.555","16622683974.9","16423201169.68","-6.58%","-10.05%","-5.14%","15.54%","-1.47%","13.29%","7.49%","太阳能"
"461","RIOT","Riot Blockchain","16.680","-4.25%","103739075","17.130","亏损","1956126316.8","1887011902.8","-19.54%","-19.65%","10.17%","-21.06%","-44.03%","-66.75%","-25.30%","软件 - 应用"
"462","GTLB","Gitlab","47.720","-4.31%","63162663","49.240","亏损","7009495360","545916800","-12.73%","-5.60%","34.42%","-32.76%","-54.78%","-38.03%","-45.15%","软件 - 应用"
"463","QS","QuantumScape","17.950","-4.32%","89671901","18.390","亏损","7719594267.9","4212299700.65","-11.36%","3.82%","20.47%","-14.28%","-27.27%","-56.06%","-19.11%","汽车零件"
"464","UPST","Upstart","91.170","-4.33%","836634320","93.820","63.755","7717946297.67","6610411496.61","-16.38%","-12.14%","-8.90%","-23.00%","-76.21%","-12.76%","-39.74%","信贷服务"
"465","NVDA","英伟达","231.190","-4.50%","12240492425","239.170","60.049","580286900000","554137433737.2","-13.45%","-16.51%","4.61%","-17.41%","4.07%","51.44%","-21.38%","半导体"
"466","SMFL","Smart for Life","1.050","-4.55%","1087202","1.040","亏损","33240278.4","1894705.05","-4.55%","0.96%","10.54%","-89.50%","-89.50%","-89.50%","-89.50%","包装食品"
"467","MARA","Marathon Digital","22.680","-4.59%","210643127","23.560","亏损","2337220924.92","2180752058.52","-20.53%","-21.50%","0.84%","-25.30%","-55.92%","-47.22%","-30.98%","资本市场"
"468","FSR","菲斯克","12.480","-4.59%","43783945","12.890","亏损","3703971772.8","1988844137.28","-4.15%","2.89%","13.15%","-20.81%","-13.69%","-12.24%","-20.66%","汽车制造商"
"469","SEV","Sono Group","4.490","-4.67%","1798349","4.630","亏损","330363608.09","51635000","-13.98%","-13.82%","-0.44%","-44.29%","-70.07%","-70.07%","-53.37%","汽车制造商"
"470","NILE","BitNile Holdings","0.599","-4.71%","24774357","0.601","亏损","50548029.571","44036309.21","-22.04%","-27.40%","-23.12%","-45.51%","-74.49%","-78.59%","-49.63%","资本市场"
"471","MTTR","Matterport","7.060","-4.72%","32626169","7.300","亏损","1982549042.72","1632019499.1","-14.32%","-7.83%","0.71%","-53.12%","-61.57%","-45.52%","-65.79%","软件 - 应用"
"472","BTBT","Bit Digital","3.010","-4.75%","7365420","3.100","亏损","209598716.25","148298040.52","-16.16%","-20.58%","-1.95%","-49.58%","-72.54%","-78.88%","-50.49%","资本市场"
"473","PLUG","普拉格能源","26.020","-4.76%","402757327","27.200","亏损","15039795298.86","13279276738.74","-8.19%","-6.91%","6.46%","5.56%","-20.16%","-8.35%","-7.83%","电气设备及零件"
"474","MF","每日优鲜","1.400","-4.76%","5217029","1.500","亏损","329632088.8","156677675","35.92%","-4.76%","-12.50%","-69.83%","-62.47%","-89.23%","-72.06%","杂货店"
"475","DKNG","DraftKings","16.380","-4.77%","338085478","16.970","亏损","6694018907.94","6122039578.2","-14.02%","-10.00%","1.68%","-37.24%","-66.33%","-72.18%","-40.37%","博彩"
"476","BEST","百世集团","0.565","-4.77%","517996","0.582","5.380","220124000","106895591.97","-14.03%","-16.11%","4.24%","-38.32%","-71.17%","-61.30%","-33.65%","货车运输"
"477","JMIA","Jumia Technologies","9.320","-4.80%","27397981","9.640","亏损","918882882.88","804787741.12","-1.69%","5.79%","28.55%","-11.32%","-52.67%","-73.49%","-18.25%","互联网零售"
"478","XELA","Exela Technologies","0.359","-4.87%","9684115","0.370","亏损","159466163.33","154413729.486","-15.56%","-11.55%","-37.29%","-40.37%","-78.74%","-81.94%","-59.03%","软件 - 应用"
"479","FUBO","FuboTV","5.810","-4.91%","63794413","6.020","亏损","895397233.01","843031528.71","-11.30%","-16.64%","-11.97%","-60.34%","-80.58%","-72.29%","-62.56%","广播"
"480","CPHI","惠普森医药","0.361","-5.00%","58285","0.378","亏损","17084846.121","8739881.375","-7.22%","-14.64%","-8.02%","-16.65%","-37.78%","-55.33%","-25.22%","药品制造商-专业和非专利"
"481","TISI","Team","2.260","-5.04%","4769498","2.360","亏损","97461058.12","61491610.02","-7.38%","36.97%","98.25%","145.36%","-16.91%","-80.07%","107.34%","专业商业服务"
"482","AHT","阿什福德信托","7.700","-5.06%","9738902","8.030","亏损","265587683.9","261901732.4","-21.67%","-18.09%","-5.87%","-28.84%","-43.51%","-64.02%","-19.79%","REIT-酒店及汽车旅馆"
"483","NKLA","Nikola","8.430","-5.07%","67162755","8.920","亏损","3519160090.59","2161993222.86","-15.95%","-16.62%","12.10%","-19.25%","-23.08%","-28.26%","-14.59%","农重工程机械"
"484","RUN","Sunrun","26.790","-5.10%","130650697","28.000","亏损","5583533249.19","5436648554.97","-11.73%","-14.46%","-8.88%","-19.43%","-44.90%","-46.07%","-21.90%","太阳能"
"485","LAZR","Luminar Technologies","13.670","-5.14%","34108034","14.380","亏损","4775493411.14","2872129909.34","-12.15%","-5.59%","5.89%","-15.51%","-11.64%","-28.84%","-19.16%","汽车零件"
"486","BNGO","BioNano Genomics","2.200","-5.17%","12426939","2.320","亏损","637148487.8","624008602.8","-17.60%","-7.17%","23.60%","-20.86%","-57.69%","-65.76%","-26.42%","诊断与研究"
"487","GDS","万国数据","33.570","-5.20%","58370083","35.430","亏损","6396901942.68","4042186661.88","-19.63%","-11.66%","22.70%","-27.48%","-43.01%","-56.00%","-28.82%","信息技术处"
"488","NCTY","第九城市","2.800","-5.25%","485336","2.980","0.252","58246994.4","43057364","-6.67%","-13.04%","-7.89%","-54.55%","-73.88%","-88.12%","-58.21%","电子游戏与多媒体"
"489","LEDS","旭明光电","3.220","-5.29%","291341","3.200","亏损","14534735.46","9170347.48","-2.13%","-16.15%","-7.74%","-24.94%","-57.12%","-13.21%","-30.30%","半导体"
"490","PATH","UiPath","19.940","-5.41%","189892308","20.810","亏损","10809220562.6","7920193004.76","-10.10%","-30.76%","-23.92%","-49.84%","-60.11%","-64.39%","-53.77%","软件-基础设施"
"491","MVIS","维视图像","3.830","-5.43%","12195439","4.050","亏损","630533256.19","621183544.45","-13.74%","-6.13%","-10.93%","-7.71%","-58.64%","-68.96%","-23.55%","科技仪器"
"492","GEVO","Gevo Inc","4.330","-5.46%","22393939","4.530","亏损","874610906.46","834657598.1","-10.35%","-10.72%","4.09%","1.17%","-33.79%","-40.19%","1.17%","特种化学品"
"493","TOBAF","Taat Lifestyle & Wellness Ltd.","1.020","-5.56%","67930.053","1.072","亏损","99816732.84","99816732.84","-25.55%","-28.17%","-10.53%","-49.50%","-67.20%","-57.85%","-49.75%","-"
"494","KC","金山云","5.140","-5.69%","14504064","5.460","亏损","1249493507.08","572359374.96","-16.69%","-8.54%","4.68%","-63.67%","-82.13%","-88.40%","-67.37%","软件 - 应用"
"495","ENPH","Enphase Energy","195.140","-5.71%","360811445","204.000","191.313","26136187910.36","25774645983.02","-5.22%","0.69%","14.07%","30.72%","8.43%","28.46%","6.67%","太阳能"
"496","TNXP","Tonix Pharmaceuticals","0.207","-5.82%","3839257","0.227","亏损","110523225.168","110460576.825","-5.09%","-10.00%","-7.17%","-32.79%","-65.79%","-81.01%","-42.13%","生物技术"
"497","IQ","爱奇艺","4.360","-5.83%","124215508","4.630","亏损","3755159218","1567473279.2","-8.79%","1.16%","56.83%","-11.38%","-48.71%","-71.60%","-4.39%","互联网内容与信息"
"498","CHPT","ChargePoint","16.760","-5.84%","125201852","17.690","亏损","5630355774.32","3448930068.92","-14.92%","-9.26%","1.21%","4.82%","-15.82%","-28.44%","-12.02%","专业零售"
"499","SHOP","Shopify","603.180","-6.33%","2557824173","639.300","26.339","75971565104.58","70357999862.52","-12.96%","-11.24%","10.80%","-48.39%","-58.83%","-48.88%","-56.21%","软件 - 应用"
"500","HOOD","Robinhood","11.240","-6.88%","283041127","11.460","亏损","9756204396.6","5760159068.32","-16.74%","-9.28%","2.00%","-30.83%","-72.35%","-70.42%","-36.71%","软件-基础设施"
"501","BILI","哔哩哔哩","25.710","-6.88%","308235564","27.020","亏损","10042443931.77","6089674533.63","-6.92%","-6.61%","35.17%","-38.35%","-65.74%","-75.05%","-44.59%","电子游戏与多媒体"
"502","RIDE","Lordstown Motors","2.900","-6.90%","10606306","3.110","亏损","569792223.3","456563851.9","-9.66%","-7.05%","34.88%","-10.22%","-40.94%","-73.30%","-15.94%","汽车制造商"
"503","TEAM","Atlassian","272.020","-7.15%","1226280554","271.150","亏损","68953467095.1","38368297230.9","-11.03%","-4.29%","10.40%","-15.15%","-34.42%","17.51%","-28.66%","软件 - 应用"
"504","WKHS","Workhorse","3.950","-7.28%","23699176","4.280","亏损","599116404.05","521302071.6","-16.84%","-8.78%","15.84%","-1.50%","-37.99%","-68.63%","-9.40%","汽车制造商"
"505","LAC","Lithium Americas","31.080","-7.39%","404439214","33.580","亏损","4167828000","3326674435.56","-20.18%","-9.83%","15.37%","-0.86%","21.60%","113.02%","6.73%","其他工业金属和采矿"
"506","AMC","AMC院线","18.240","-7.55%","800619560","19.700","亏损","9426047956.8","9361178527.68","-21.72%","-9.88%","27.55%","-19.72%","-57.61%","95.08%","-32.94%","娱乐"
"507","ERYP","Erytech Pharma","1.340","-7.59%","1182245","1.390","亏损","41561511.02","27340334.9","-25.56%","-27.96%","-3.59%","-42.49%","-77.44%","-80.86%","-42.98%","生物技术"
"508","GLG","铜道控股","0.251","-7.96%","618406","0.271","亏损","51921011.511","42492956.972","-14.93%","-8.80%","14.05%","-25.36%","-59.43%","-82.70%","-39.58%","信息技术处"
"509","RAAS","容联云","1.590","-8.09%","1243370","1.720","亏损","261348576.66","148173275.01","-12.64%","-11.67%","-2.45%","-36.40%","-60.74%","-86.23%","-45.17%","软件 - 应用"
"510","CLVR","Clever Leaves","1.730","-8.47%","4511368","1.890","亏损","52111694.91","27030381.54","-29.96%","-54.95%","71.29%","-34.47%","-74.29%","-85.19%","-44.19%","药品制造商-专业和非专利"
"511","MNTS","Momentus","4.010","-8.66%","96487317","4.250","2.698","325659241.81","199064760.85","27.30%","32.78%","100.50%","-6.74%","-61.81%","-62.49%","-4.07%","航天军工"
"512","CNSP","CNS Pharmaceuticals","0.360","-8.89%","662018","0.390","亏损","14407689.911","11286356.03","5.85%","7.46%","6.86%","-51.30%","-74.65%","-83.10%","-48.76%","生物技术"
"513","LGVN","Longeveron","9.560","-9.21%","21886463","10.230","亏损","199914647.44","44808685.56","-38.76%","41.84%","42.69%","4.94%","150.26%","27.64%","-20.80%","生物技术"
"514","ARDX","Ardelyx","0.962","-9.24%","3914047","1.060","亏损","125356101.773","121991616.907","-10.08%","-9.24%","3.83%","1.27%","-5.68%","-87.73%","-12.54%","生物技术"
"515","VNET","世纪互联","5.400","-9.40%","8142425","5.880","亏损","792642639.6","415165975.2","-12.62%","-22.08%","13.45%","-41.81%","-68.98%","-81.26%","-40.20%","信息技术处"
"516","CAN","嘉楠科技","4.720","-9.40%","34178830","5.170","2.563","811017634.4","811017634.4","-16.75%","-19.04%","11.58%","-11.61%","-28.48%","-65.22%","-8.35%","计算机硬件"
"517","TANH","碳博士控股","0.468","-9.63%","3283440","0.500","亏损","7109784.128","6291230.296","-4.41%","-8.22%","-74.28%","-88.27%","-93.25%","-96.73%","-89.82%","家庭及个人产品"
"518","AUR","Aurora Innovation","4.590","-9.73%","13738602","5.020","亏损","5173731840.87","2209854852.81","-21.13%","-10.35%","15.62%","-44.70%","-53.96%","0.00%","-59.24%","信息技术处"
"519","TRVI","Trevi Therapeutics","2.680","-10.07%","5372125","2.870","亏损","82559554.72","34252131.28","41.05%","27.62%","77.48%","282.86%","127.12%","7.41%","242.62%","生物技术"
"520","ADN","Advent Technologies","2.950","-10.61%","28705368","3.360","亏损","151198093.45","85135123.8","34.09%","23.69%","-1.67%","-46.85%","-65.94%","-76.40%","-57.92%","公用事业-可再生"
"521","ARRY","Array Technologies","9.280","-10.85%","52874599","10.180","亏损","1393610144.96","1301865809.92","-15.17%","-28.94%","-12.62%","-34.88%","-52.19%","-68.02%","-40.85%","太阳能"
"522","AKAN","Akanda","8.760","-11.34%","9068069","9.380","亏损","253191068.4","35040000","1.39%","-2.34%","119.00%","119.00%","119.00%","119.00%","119.00%","药品制造商-专业和非专利"
"523","IMAB","天境生物","14.170","-11.38%","21443014","16.070","亏损","1132532644.75","523139537.7","-19.07%","-20.35%","-15.45%","-65.01%","-78.92%","-74.28%","-70.10%","生物技术"
"524","VYNE","VYNE Therapeutics","0.592","-11.41%","874119","0.646","亏损","33238801.488","32281827.155","-16.32%","-17.81%","-1.37%","-40.82%","-48.09%","-89.51%","-41.98%","生物技术"
"525","HTGM","HTG Molecular Diagnostics","1.280","-11.72%","3092494","1.300","亏损","13866332.16","11667992.32","-3.76%","-19.50%","-40.74%","-68.32%","-77.46%","-73.39%","-76.38%","诊断与研究"
"526","ANY","Sphere 3d","1.800","-11.76%","7589504","1.970","亏损","116131273.2","102805659","-18.55%","-8.16%","4.65%","-37.06%","-76.80%","-18.66%","-42.31%","软件 - 应用"
"527","AEI","Alset EHome","0.743","-11.92%","20808410","0.880","亏损","84143883.373","57022033.118","48.44%","39.03%","72.92%","63.06%","-62.45%","-92.51%","33.23%","房地产-开发"
"528","SST","System1","23.280","-13.17%","511341467","29.300","亏损","1901897173.92","219328608.96","50.97%","51.27%","36.22%","133.27%","134.21%","130.50%","133.73%","专业商业服务"
"529","DDL","叮咚买菜","5.240","-14.80%","32687910","6.360","亏损","1236908984.92","585468385.92","43.56%","51.01%","38.62%","-53.71%","-78.59%","-77.70%","-67.59%","杂货店"
"530","ORPHY","ORPHAZYME A/S SPON ADS REP 1 ORD SHS","0.408","-15.02%","115861.318","0.505","-","14403863.103","14403863.103","-41.81%","-54.26%","-40.33%","-83.35%","-89.85%","-95.79%","-83.07%","-"
"531","IMAC","IMAC Holdings","0.959","-19.45%","3049112","1.080","亏损","25120528.069","18412100.631","-8.71%","-5.10%","6.50%","-26.27%","-26.27%","-41.91%","-15.92%","医疗设施"
"532","ENSC","Ensysce Biosciences","1.130","-19.86%","4224326","1.400","亏损","33842406.16","11328235.31","3.67%","0.00%","2.73%","-65.23%","-53.31%","-91.12%","-75.96%","生物技术"
"533","NDRA","ENDRA Life Sciences","0.324","-27.39%","35945195","0.620","亏损","14302547.833","13198315.537","-14.74%","-15.52%","-26.27%","-54.82%","-79.98%","-85.77%","-53.11%","诊断与研究"
"534","SGLY","Singularity Future Technology","12.650","-36.05%","38422797","19.690","亏损","276786212.45","245606391.25","2.35%","9.71%","58.72%","217.84%","373.78%","144.21%","165.20%","综合货运物流"
"535","SBFM","Sunshine Biopharma","6.030","-37.51%","664429813","7.480","亏损","42992561.34","39619891.89","163.32%","115.36%","106.51%","-51.68%","-71.95%","-73.32%","-48.42%","药品制造商-专业和非专利"
"536","IMTE","Integrated Media Technology","8.180","-37.60%","20581599","13.270","亏损","76314655.6","33372698.56","-75.58%","-47.93%","-1.68%","18.21%","64.92%","70.77%","83.00%","电子元件"
"537","BCRX","BioCryst制药","11.120","-37.81%","448524688","13.970","亏损","2049972000","1801440000","-32.97%","-30.46%","-31.02%","-33.37%","-25.47%","9.13%","-19.71%","生物技术"
"538","KLDO","Kaleido Biosciences","0.270","-81.76%","6352388","0.740","亏损","11503828.674","6173090.183","-84.12%","-83.74%","-80.15%","-87.73%","-94.44%","-96.07%","-88.71%","生物技术"
